date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,ALLSKY_SFC_SW_DWN,WS2M
2019-12-31,25.15,29.07,22.42,0.56,86.37,13.95,2.26
2020-01-01,25.59,29.42,23.01,1.46,88.47,11.58,2.13
2020-01-02,25.88,29.73,23.19,0.28,88.65,15.66,2.11
2020-01-03,25.96,29.81,23.15,0.08,88.58,16.49,1.79
2020-01-04,26.1,29.94,23.33,0.09,87.8,18.28,1.63
2020-01-05,25.89,29.69,23.05,0.14,87.53,16.75,2.08
2020-01-06,25.44,28.99,23.15,1.82,86.99,13.45,2.67
2020-01-07,25.18,28.95,22.77,1.48,86.57,15.9,2.6
2020-01-08,24.63,28.68,21.47,0.22,83.93,19.23,2.45
2020-01-09,23.73,28.74,19.91,0.0,80.39,20.47,2.01
2020-01-10,23.72,28.35,19.78,0.02,82.65,19.55,2.38
2020-01-11,23.52,28.13,20.63,0.04,82.22,20.62,2.81
2020-01-12,23.96,28.78,20.61,0.0,83.48,17.29,2.64
2020-01-13,23.34,28.06,19.59,0.0,82.22,17.57,2.26
2020-01-14,22.74,27.99,19.09,0.0,77.31,19.08,2.03
2020-01-15,22.96,28.02,18.09,0.0,78.36,19.78,2.03
2020-01-16,24.39,29.15,20.75,0.01,78.3,21.44,1.69
2020-01-17,24.89,29.47,21.01,0.41,86.43,19.6,2.18
2020-01-18,25.53,29.74,22.71,6.31,86.76,8.61,2.53
2020-01-19,25.13,29.14,22.22,0.55,84.02,19.67,2.68
2020-01-20,24.62,29.59,21.11,0.0,84.14,20.73,2.44
2020-01-21,24.33,29.14,20.18,0.11,83.4,19.53,2.88
2020-01-22,24.84,29.28,21.24,0.09,83.7,18.07,3.42
2020-01-23,25.35,29.77,22.64,0.12,83.0,17.25,3.38
2020-01-24,24.27,29.49,20.51,0.01,82.39,22.32,2.99
2020-01-25,23.3,29.38,18.08,0.0,81.36,22.67,2.29
2020-01-26,23.79,29.58,19.64,0.0,79.15,22.63,1.84
2020-01-27,24.18,29.91,19.71,0.0,77.04,21.65,1.42
2020-01-28,25.04,30.75,20.88,0.01,77.12,20.83,1.61
2020-01-29,25.15,30.93,21.41,0.0,77.71,21.47,1.7
2020-01-30,25.28,31.3,21.1,0.0,78.43,22.27,1.63
2020-01-31,25.31,31.01,21.15,0.0,78.85,22.1,1.78
2020-02-01,25.56,31.23,21.64,0.01,78.55,20.59,2.12
2020-02-02,25.37,30.97,21.26,0.01,73.62,19.51,2.55
2020-02-03,25.27,30.77,20.71,0.0,71.75,19.54,2.48
2020-02-04,25.69,30.97,20.93,0.03,75.21,16.54,2.55
2020-02-05,25.69,31.51,21.49,0.0,69.78,19.19,2.52
2020-02-06,25.46,31.53,21.09,0.1,70.06,21.6,2.29
2020-02-07,25.87,31.73,21.57,0.0,70.58,21.12,2.46
2020-02-08,26.28,32.28,22.19,0.0,69.39,20.82,2.13
2020-02-09,26.31,32.05,22.31,0.02,71.36,18.86,2.48
2020-02-10,26.28,31.49,22.88,0.19,71.45,19.84,3.11
2020-02-11,26.55,32.26,22.51,0.04,69.48,19.53,3.31
2020-02-12,26.6,31.93,22.34,0.22,74.0,17.32,3.77
2020-02-13,26.27,32.54,21.96,0.0,70.88,22.57,3.29
2020-02-14,25.98,33.05,20.23,0.0,70.06,22.72,2.45
2020-02-15,26.24,33.85,20.93,0.0,66.87,23.4,2.18
2020-02-16,25.64,33.27,19.87,0.0,67.88,24.5,2.51
2020-02-17,26.25,32.95,21.32,0.0,65.57,24.23,2.79
2020-02-18,25.38,31.88,20.18,0.0,65.35,24.33,2.62
2020-02-19,25.32,31.32,20.56,0.0,67.29,21.42,2.42
2020-02-20,25.69,32.5,20.4,0.0,67.58,22.65,2.78
2020-02-21,26.61,32.76,21.28,0.32,73.98,19.37,3.82
2020-02-22,27.67,32.84,24.42,0.25,71.07,19.75,4.17
2020-02-23,27.02,32.48,22.81,0.03,71.35,19.0,3.54
2020-02-24,27.33,33.34,22.6,0.0,69.99,20.16,2.9
2020-02-25,27.73,33.84,23.24,0.0,71.03,23.63,2.4
2020-02-26,27.7,34.23,22.9,0.01,70.43,21.99,2.71
2020-02-27,27.89,34.44,23.04,0.0,69.13,21.06,2.81
2020-02-28,28.05,34.06,24.26,0.01,66.62,20.36,3.01
2020-02-29,27.73,34.07,23.25,0.01,66.47,20.56,2.66
2020-03-01,28.01,34.26,23.44,0.0,64.43,21.57,2.74
2020-03-02,28.25,35.11,23.01,0.0,60.63,21.28,2.4
2020-03-03,29.4,36.25,24.81,0.0,56.3,20.46,1.88
2020-03-04,29.4,36.57,24.02,0.0,58.68,20.14,2.13
2020-03-05,29.12,35.54,24.51,0.01,61.42,19.03,2.35
2020-03-06,29.07,35.55,24.59,0.21,67.4,17.0,2.73
2020-03-07,29.11,34.79,24.9,0.6,68.83,17.94,3.17
2020-03-08,29.24,35.27,24.95,0.28,67.6,19.85,2.62
2020-03-09,28.81,36.21,24.05,0.0,64.96,21.22,2.55
2020-03-10,28.93,36.41,23.84,0.01,62.0,25.16,2.45
2020-03-11,28.6,36.29,22.7,0.0,63.24,24.58,2.19
2020-03-12,28.39,36.26,22.84,0.0,63.11,20.41,2.3
2020-03-13,28.46,35.65,22.89,0.02,66.73,25.32,2.59
2020-03-14,28.8,36.02,23.4,0.0,66.77,24.92,2.7
2020-03-15,28.63,35.28,23.67,0.03,65.55,25.21,2.88
2020-03-16,29.37,36.4,24.6,0.07,65.71,22.57,2.9
2020-03-17,29.18,36.23,24.23,0.01,66.34,24.63,2.85
2020-03-18,29.67,37.06,24.69,0.03,65.72,24.55,2.49
2020-03-19,29.86,38.07,23.94,0.02,64.53,25.85,2.34
2020-03-20,30.07,38.32,23.39,0.0,61.88,24.73,2.14
2020-03-21,30.3,37.62,24.64,0.0,59.76,23.74,2.47
2020-03-22,30.48,37.8,24.95,0.03,60.05,23.79,2.43
2020-03-23,29.92,36.95,25.18,0.0,60.15,23.02,2.48
2020-03-24,29.75,37.19,24.03,0.02,62.3,24.44,2.69
